episode,score,score_avg100,time_steps,time_ep,time_total
0,0.0,0.0,14,0.05360007286071777,0.053601741790771484
1,0.0,0.0,14,0.048110246658325195,0.10232973098754883
2,0.0,0.0,14,0.053931474685668945,0.156843900680542
3,0.0,0.0,19,0.06731915473937988,0.224898099899292
4,0.0,0.0,14,0.04474067687988281,0.27039098739624023
5,0.0,0.0,15,0.05143570899963379,0.3226797580718994
6,0.0,0.0,14,0.044225215911865234,0.3674335479736328
7,0.0,0.0,14,0.043007612228393555,0.4111793041229248
8,0.10000000149011612,0.011111111276679568,26,0.08932995796203613,0.5011191368103027
9,0.0,0.010000000149011612,15,0.04846310615539551,0.5504202842712402
10,0.10000000149011612,0.018181818452748386,31,0.0971517562866211,0.6482689380645752
11,0.0,0.016666666915019352,14,0.04945182800292969,0.6985979080200195
12,0.0,0.015384615613864018,14,0.04645848274230957,0.7455952167510986
13,0.0,0.014285714498588018,15,0.04884958267211914,0.795015811920166
14,0.0,0.013333333532015483,14,0.04658842086791992,0.8421404361724854
15,0.09000000171363354,0.01812500029336661,31,0.10380887985229492,0.9465219974517822
16,0.0,0.017058823805521515,15,0.057080984115600586,1.0043468475341797
17,0.0,0.016111111371881433,14,0.04456734657287598,1.0496680736541748
18,0.0,0.01526315814178241,14,0.04693889617919922,1.0972130298614502
19,0.0,0.014500000234693288,14,0.04735255241394043,1.1451001167297363
20,0.0,0.013809524033041228,14,0.04552340507507324,1.1912574768066406
21,0.0,0.013181818395175716,14,0.050887107849121094,1.2429478168487549
22,0.0,0.012608695856255034,14,0.04218339920043945,1.2856688499450684
23,0.0,0.012083333528911075,17,0.053040266036987305,1.3392775058746338
24,0.10000000149011612,0.015600000247359276,57,0.1650693416595459,1.5048694610595703
25,0.0,0.015000000237845458,14,0.04199814796447754,1.547410011291504
26,0.10000000149011612,0.018148148432374,31,0.09551429748535156,1.6434581279754639
27,0.0,0.017500000274074928,14,0.04424405097961426,1.6883678436279297
28,0.0,0.016896551988762002,14,0.0413355827331543,1.7302298545837402
29,0.0,0.0163333335891366,14,0.04074406623840332,1.7715096473693848
30,0.0,0.015806451860454776,14,0.04192471504211426,1.814260721206665
31,0.0,0.015312500239815563,14,0.04355430603027344,1.8583433628082275
32,0.0,0.014848485081033274,15,0.049896955490112305,1.9088642597198486
33,0.0,0.014411764931591117,14,0.04845690727233887,1.9579644203186035
34,0.0,0.014000000219259944,15,0.043141841888427734,2.001831293106079
35,0.10000000149011612,0.016388889143450394,23,0.0689995288848877,2.0713655948638916
36,0.0,0.01594594619362741,15,0.039483070373535156,2.111392021179199
37,0.0,0.015526316030637213,13,0.039043426513671875,2.150960683822632
38,0.10000000149011612,0.017692307965495646,31,0.09114503860473633,2.242832899093628
39,0.0,0.017250000266358256,14,0.04581141471862793,2.2894768714904785
40,0.0,0.01682926855254464,14,0.042084693908691406,2.3322246074676514
41,0.0,0.016428571682245957,15,0.04441118240356445,2.377166271209717
42,0.0,0.0160465118756821,15,0.04903459548950195,2.4268834590911865
43,0.0,0.01568181842396205,14,0.044795989990234375,2.4723060131073
44,0.0,0.015333333570096228,14,0.04289507865905762,2.5157060623168945
45,0.0,0.015000000231615875,14,0.047223806381225586,2.5635969638824463
46,0.0,0.014680851290517665,14,0.045166969299316406,2.609419345855713
47,0.0,0.014375000221965214,19,0.059351205825805664,2.6693005561828613
48,0.0,0.014081632870496536,14,0.04409670829772949,2.7140705585479736
49,0.0,0.013800000213086605,15,0.051268577575683594,2.7659502029418945
50,0.0,0.01352941197361432,14,0.04214119911193848,2.8086726665496826
51,0.09000000171363354,0.015000000237845458,31,0.09053659439086914,2.899808645248413
52,0.09000000171363354,0.01641509460531316,32,0.09409689903259277,2.994439125061035
53,0.0,0.016111111371881433,14,0.04420018196105957,3.0391688346862793
54,0.0,0.01581818207421086,14,0.04653358459472656,3.086251974105835
55,0.0,0.015535714537171381,14,0.04689311981201172,3.133655548095703
56,0.0,0.01526315814178241,20,0.06750178337097168,3.2016704082489014
57,0.09000000171363354,0.016551724410262602,29,0.10059452056884766,3.3030450344085693
58,0.0,0.016271186708393743,15,0.05691981315612793,3.360720634460449
59,0.10000000149011612,0.017666666954755782,30,0.09815597534179688,3.459610939025879
60,0.0,0.017377049463694214,14,0.04766106605529785,3.507965564727783
61,0.0,0.017096774472344305,14,0.04468727111816406,3.553354024887085
62,0.0,0.016825397099767412,14,0.047768354415893555,3.601691722869873
63,0.09000000171363354,0.01796875029685907,33,0.10330009460449219,3.7058537006378174
64,0.0,0.0176923079845997,14,0.04397106170654297,3.750454902648926
65,0.0,0.017424242712105766,15,0.04819774627685547,3.7991795539855957
66,0.0,0.017164179388044487,15,0.04906916618347168,3.848803997039795
67,0.0,0.016911764985279125,14,0.04521989822387695,3.89455509185791
68,0.0,0.01666666694201421,14,0.048845767974853516,3.9440526962280273
69,0.0,0.016428571699985437,13,0.04162144660949707,3.9862866401672363
70,0.09000000171363354,0.017464789024121324,31,0.08907580375671387,4.07593035697937
71,0.10000000149011612,0.018611111419482365,23,0.06648015975952148,4.142901182174683
72,0.0,0.018356164687708634,14,0.04211020469665527,4.185730457305908
73,0.0,0.018108108408145,14,0.042299509048461914,4.228520154953003
74,0.0,0.01786666696270307,14,0.043242454528808594,4.272367715835571
75,0.0,0.017631579239509608,14,0.04053497314453125,4.3134684562683105
76,0.0,0.017402597690944547,15,0.04251837730407715,4.356541633605957
77,0.0,0.017179487464137565,14,0.04350471496582031,4.400654554367065
78,0.10000000149011612,0.018227848401175268,33,0.09931516647338867,4.500524282455444
79,0.0,0.018000000296160577,31,0.09169507026672363,4.592814922332764
80,0.0,0.017777778070282052,15,0.04683637619018555,4.640291929244995
81,0.10000000149011612,0.018780488111987348,30,0.09198999404907227,4.733121156692505
82,0.0,0.018554217170879066,14,0.04494285583496094,4.7786266803741455
83,0.0,0.018333333633130507,14,0.046933889389038086,4.826269149780273
84,0.0,0.018117647355093674,14,0.0479888916015625,4.874793291091919
85,0.0,0.01790697703701119,14,0.044484853744506836,4.919802665710449
86,0.0,0.017701149714746695,16,0.050371408462524414,4.97072696685791
87,0.0,0.017500000286170027,14,0.04412055015563965,5.015409231185913
88,0.0,0.01730337106947149,15,0.04911994934082031,5.065060377120972
89,0.0,0.017111111390921804,14,0.04799079895019531,5.113682270050049
90,0.0,0.016923077199812772,14,0.04329800605773926,5.157719612121582
91,0.0,0.01673913070851046,14,0.046886444091796875,5.205351114273071
92,0.0,0.016559140055730778,14,0.04947853088378906,5.255629301071167
93,0.0,0.01638297899130811,15,0.04901909828186035,5.305264949798584
94,0.0,0.01621052658087329,14,0.04736661911010742,5.353188991546631
95,0.0,0.01604166692898919,14,0.04817318916320801,5.401925086975098
96,0.0,0.015876288919411983,15,0.04638957977294922,5.448908567428589
97,0.09000000171363354,0.01663265333567955,31,0.10444498062133789,5.553893566131592
98,0.0,0.01646464673632925,14,0.0459904670715332,5.600761413574219
99,0.0,0.01630000026896596,14,0.04375958442687988,5.645222902297974
100,0.0,0.01630000026896596,14,0.04592108726501465,5.691693305969238
101,0.0,0.01630000026896596,14,0.04548954963684082,5.737738370895386
102,0.0,0.01630000026896596,14,0.042752742767333984,5.781121492385864
103,0.0,0.01630000026896596,14,0.04645204544067383,5.828164339065552
