episode,score,score_avg100,time_steps,time_ep,time_total
0,0.0,0.0,15,0.07810330390930176,0.07810401916503906
1,0.09000000171363354,0.04500000085681677,30,0.22934675216674805,0.3083367347717285
2,0.0,0.030000000571211178,14,0.051557064056396484,0.3607316017150879
3,0.0,0.022500000428408384,24,0.08334469795227051,0.44496941566467285
4,0.0,0.018000000342726707,13,0.04589200019836426,0.49166369438171387
5,0.10000000149011612,0.03166666720062494,32,0.11579298973083496,0.6083388328552246
6,0.0,0.027142857600535666,15,0.049842119216918945,0.659076452255249
7,0.0,0.023750000400468707,14,0.04751300811767578,0.7073993682861328
8,0.0,0.021111111467083294,14,0.050164222717285156,0.7581825256347656
9,0.0,0.019000000320374966,14,0.05000424385070801,0.8088533878326416
10,0.0,0.01727272756397724,33,0.10849452018737793,0.9182980060577393
11,0.0,0.01583333360031247,14,0.046260833740234375,0.9653687477111816
12,0.0,0.014615384861826897,14,0.0456697940826416,1.0116019248962402
13,0.0,0.013571428800267833,16,0.05702948570251465,1.0691800117492676
14,0.0,0.012666666880249977,14,0.05071759223937988,1.1205613613128662
15,0.0,0.011875000200234354,14,0.050037384033203125,1.1712186336517334
16,0.0,0.011176470776691157,14,0.047728776931762695,1.219818115234375
17,0.0,0.010555555733541647,15,0.05043196678161621,1.270916223526001
18,0.10000000149011612,0.01526315814178241,34,0.10907721519470215,1.3805217742919922
19,0.10000000149011612,0.019500000309199093,29,0.09673070907592773,1.4780113697052002
20,0.09000000171363354,0.022857143233219784,31,0.11207222938537598,1.5908255577087402
21,0.09000000171363354,0.025909091345965862,31,0.10622167587280273,1.6978058815002441
22,0.0,0.024782609113532562,14,0.04092836380004883,1.7395238876342773
23,0.10000000149011612,0.027916667129223544,52,0.16825175285339355,1.908323049545288
24,0.0,0.026800000444054603,14,0.04765915870666504,1.9568440914154053
25,0.0,0.02576923119620635,14,0.04882979393005371,2.0065231323242188
26,0.0,0.024814815225976485,14,0.047228097915649414,2.0545995235443115
27,0.0,0.023928571825048754,15,0.04487133026123047,2.1002144813537598
28,0.09000000171363354,0.02620689699362064,30,0.08607792854309082,2.186821222305298
29,0.0,0.025333333760499954,16,0.04821896553039551,2.2356128692626953
30,0.0,0.024516129445645116,14,0.043439388275146484,2.279881477355957
31,0.0,0.023750000400468707,14,0.03982186317443848,2.3203482627868652
32,0.09000000171363354,0.025757576197837338,32,0.09612369537353516,2.4169676303863525
33,0.0,0.02500000042731271,13,0.04190778732299805,2.4595770835876465
34,0.0,0.024285714700818063,15,0.043991804122924805,2.5041654109954834
35,0.09000000171363354,0.02611111156228516,31,0.09423995018005371,2.598951578140259
36,0.0,0.02540540584438556,14,0.04556441307067871,2.64532208442688
37,0.0,0.024736842532691202,14,0.047307491302490234,2.6933584213256836
38,0.0,0.024102564519032452,14,0.04508566856384277,2.739147663116455
39,0.0,0.023500000406056643,14,0.04796767234802246,2.7878096103668213
40,0.10000000149011612,0.0253658540910337,31,0.08913636207580566,2.877518892288208
41,0.0,0.02476190518410433,14,0.04329848289489746,2.921377658843994
42,0.0,0.02418604692400888,14,0.04599618911743164,2.9680721759796143
43,0.0,0.023636364039372314,16,0.053368568420410156,3.0222160816192627
44,0.0,0.02311111150516404,14,0.043892621994018555,3.0668230056762695
45,0.0,0.022608696037660473,15,0.048503875732421875,3.1159751415252686
